proveedor,proyecto,factura,documento_id,referencia,pedimento,fecha,fecha_cierre,sku:right,desc,ubicacion,lote,sid,caducidad,tarimas,cantidad,cantidad_recibida,costo,importe_costo,precio,importe,calidad,contenedor,
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329462,"ZIG DYNAMICA 6",---,"",00019732300707871663,---,1,12.00,"          82.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329462,"ZIG DYNAMICA 6",---,"",00019732300707871670,---,1,12.00,"          82.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329462,"ZIG DYNAMICA 6",---,"",00019732300707871687,---,1,10.00,"          82.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329486,"ZIG DYNAMICA 6",---,"",00019732300707871694,---,1,12.00,"          60.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329486,"ZIG DYNAMICA 6",---,"",00019732300707871700,---,1,12.00,"          60.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329486,"ZIG DYNAMICA 6",---,"",00019732300707871717,---,1,12.00,"          60.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329486,"ZIG DYNAMICA 6",---,"",00019732300707871724,---,1,12.00,"          60.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329486,"ZIG DYNAMICA 6",---,"",00019732300707871731,---,1,12.00,"          60.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329509,"ZIG DYNAMICA 6",---,"",00019732300707871748,---,1,12.00,"          20.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260113-000000275,RB25381,---,"13/01/2026 17:52",---,1200179329509,"ZIG DYNAMICA 6",---,"",00019732300707871755,---,1,8.00,"          20.0000",0.00,0.0000,0.00,0.0000,A,""
