docto_id,referencia,fecha,fecha_cancelacion,fecha_entrega,partidas,ubicacion,cliente,cantidad_pedida,cantidad_surtida,tarimas,estado,
DO_TR0003429401,ST-00034294-IFA3Z756573,"2026-02-18 22:01:12.072727","2026-03-20 22:01:12.072728",,96,ST01,"Cliente contenido en la orden: DO_TR0003340601",460.00,389.00,128,EMBARCADO
DO_117553900019,62505299-IFA3Z595309,"2026-02-23 20:20:20.682343","2026-03-25 20:20:20.682344",,2,ST08,COPPEL,36.00,36.00,3,EMBARCADO
INVS-CED-3-3-20260224-000000195,INVE-REF-CED-INV-3-3-20260224-000000194,"2026-02-24 14:32:59.50857","2026-03-26 14:32:59.50857",,20,STAR-1,INVENTARIOS,14.00,14.00,2,EMBARCADO
INVS-CED-3-3-20260214-000000145,INVE-REF-CED-INV-3-3-20260214-000000144,"2026-02-14 06:44:34.799258","2026-03-16 06:44:34.799258",,49,STAR-1,INVENTARIOS,17.00,17.00,3,EMBARCADO
INVS-CED-3-3-20260302-000000342,INVE-REF-CED-INV-3-3-20260302-000000341,"2026-03-02 10:53:49.3984","2026-04-01 10:53:49.3984",,4,STAR-1,INVENTARIOS,30.00,30.00,4,EMBARCADO
INVS-CED-3-3-20260213-000000129,INVE-REF-CED-INV-3-3-20260213-000000128,"2026-02-13 08:47:05.021077","2026-03-15 08:47:05.021077",,64,STAR-1,INVENTARIOS,60.00,60.00,5,EMBARCADO
SAL-3-3-20260119-000000254,"ATLETICOS 31607","2026-01-19 20:32:01.16768","2026-02-18 20:32:01.167681",,4,ST01,DHL,48.00,48.00,4,EMBARCADO
INVS-CED-3-3-20260212-000000119,INVE-REF-CED-INV-3-3-20260212-000000118,"2026-02-12 15:18:32.824106","2026-03-14 15:18:32.824106",,22,STAR-1,INVENTARIOS,60.00,60.00,7,EMBARCADO
DO_TR0003475501,ST-00034755-IFA3Z469524,"2026-02-25 12:00:12.13924","2026-03-27 12:00:12.13924",,17,ST01,"Cliente contenido en la orden: DO_TR0003239901",180.00,180.00,26,EMBARCADO
SAL-3-3-20260116-000000223,"MARTI 31083","2026-01-16 15:53:30.439717","2026-02-15 15:53:30.439718",,167,ST01,DHL,1891.00,1843.00,163,EMBARCADO
INVS-CED-3-3-20260307-000000399,INVE-REF-CED-INV-3-3-20260307-000000398,"2026-03-07 00:08:38.256882","2026-04-06 00:08:38.256882",,10,STAR-1,INVENTARIOS,2.00,2.00,1,EMBARCADO
INVS-CED-3-3-20260307-000000441,INVE-REF-CED-INV-3-3-20260307-000000440,"2026-03-07 02:38:18.058722","2026-04-06 02:38:18.058722",,6,STAR-1,INVENTARIOS,5.00,5.00,1,EMBARCADO
DO_117553810824,62505299-IFA3Z526807,"2026-02-23 20:20:12.179683","2026-03-25 20:20:12.179683",,4,ST04,COPPEL,120.00,120.00,14,EMBARCADO
INVS-CED-3-3-20260308-000000915,INVE-REF-CED-INV-3-3-20260308-000000914,"2026-03-08 13:56:38.586408","2026-04-07 13:56:38.586408",,8,STAR-1,INVENTARIOS,82.00,82.00,8,EMBARCADO
INVS-CED-3-3-20260224-000000181,INVE-REF-CED-INV-3-3-20260224-000000180,"2026-02-24 08:09:35.185187","2026-03-26 08:09:35.185187",,24,STAR-1,INVENTARIOS,107.00,107.00,9,EMBARCADO
SAL-3-3-20260116-000000216,"ATLETICOS TRAS 31482","2026-01-16 13:44:24.582767","2026-02-15 13:44:24.582768",,209,ST01,DHL,2335.00,2335.00,209,EMBARCADO
SAL-3-3-20260119-000000246,MRTENIS31610,"2026-01-19 20:31:59.739995","2026-02-18 20:31:59.739996",,24,ST01,DHL,220.00,112.00,15,EMBARCADO
DO_TR0003243401,ST-00032434-IFA3Z381148,"2026-01-23 16:05:44.257275","2026-02-22 16:05:44.257276",,47,ST01,"Cliente contenido en la orden: DO_TR0003239901",472.00,472.00,74,EMBARCADO
DO_TR0003412201,ST-00034122-IFA3Z377671,"2026-02-18 11:00:32.126263","2026-03-20 11:00:32.126263",,6,ST05,"Cliente contenido en la orden: DO_TR0003239901",420.00,420.00,37,EMBARCADO
INVS-CED-3-3-20260209-000000074,INVE-REF-CED-INV-3-3-20260209-000000073,"2026-02-11 17:58:22.565178","2026-03-13 17:58:22.565178",,201,STAR-1,INVENTARIOS,88.00,88.00,11,EMBARCADO
INVS-CED-3-3-20260205-000000013,INVE-REF-CED-INV-3-3-20260205-000000012,"2026-02-05 19:27:00.688024","2026-03-07 19:27:00.688024",,9,STAR-1,INVENTARIOS,16.00,16.00,5,EMBARCADO
INVS-CED-3-3-20260223-000000168,INVE-REF-CED-INV-3-3-20260223-000000167,"2026-02-23 10:21:27.559499","2026-03-25 10:21:27.559499",,17,STAR-1,INVENTARIOS,12.00,12.00,1,EMBARCADO
INVS-CED-3-3-20260228-000000339,INVE-REF-CED-INV-3-3-20260228-000000338,"2026-02-28 17:58:22.049164","2026-03-30 17:58:22.049164",,21,STAR-1,INVENTARIOS,20.00,20.00,7,EMBARCADO
DO_TR0003303201,ST-00033032-IFA3Z614746,"2026-02-04 13:21:30.356491","2026-03-06 13:21:30.356491",,21,ST04,"Cliente contenido en la orden: DO_TR0003239901",104.00,93.00,21,EMBARCADO
DO_TR0003458401,ST-00034584-IFA3Z228325,"2026-02-23 13:00:30.075243","2026-03-25 13:00:30.075243",,5,ST02,"Cliente contenido en la orden: DO_TR0003239901",228.00,180.00,15,EMBARCADO
DO_TR0003460801,ST-00034608-IFA3Z519668,"2026-02-23 18:00:10.910452","2026-03-25 18:00:10.910453",,32,ST04,"Cliente contenido en la orden: DO_TR0003239901",994.00,994.00,108,EMBARCADO
INVS-CED-3-3-20260227-000000231,INVE-REF-CED-INV-3-3-20260227-000000230,"2026-02-27 12:22:34.926682","2026-03-29 12:22:34.926682",,5,STAR-1,INVENTARIOS,40.00,40.00,5,EMBARCADO
INVS-CED-3-3-20260305-000000380,INVE-REF-CED-INV-3-3-20260305-000000379,"2026-03-05 08:45:30.966582","2026-04-04 08:45:30.966582",,1,STAR-1,INVENTARIOS,12.00,12.00,1,EMBARCADO
