proveedor,proyecto,factura,documento_id,referencia,pedimento,fecha,fecha_cierre,sku:right,desc,ubicacion,lote,sid,caducidad,tarimas,cantidad,cantidad_recibida,costo,importe_costo,precio,importe,calidad,contenedor,
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,1200143544488,"ATR CHILL",135620,"",C30338529789,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,1200161302909,"ATR CHILL",135620,"",C30338529789,---,1,4.00,"           4.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,1200143353271,"ATR CHILL",135660,"",c04538552802,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,4056561020939,"CLUB C 85",135630,"",4056561020939,---,1,4.00,"           4.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,4056561025149,"CLUB C 85",135620,"",C30338529791,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,4056561025118,"CLUB C 85",135620,"",C30338529789,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,1200161254215,"CLUB C 85",135610,"",c30338529869,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,1200161254147,"CLUB C 85",135620,"",C30338529753,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,1200161258305,"CLUB C 85 VINTAGE",135660,"",c04538552799,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260217-000000164,INVE-REF-CED-INV-3-3-20260217-000000163,---,"17/02/2026 10:27",---,1200161258329,"CLUB C 85 VINTAGE",135660,"",c04538552800,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
