proveedor,proyecto,factura,documento_id,referencia,pedimento,fecha,fecha_cierre,sku:right,desc,ubicacion,lote,sid,caducidad,tarimas,cantidad,cantidad_recibida,costo,importe_costo,precio,importe,calidad,contenedor,
INVENTARIOS,---,---,ENT-3-3-20260327-000000297,"ENTRADA PARA SKU INCORRECTO",---,"27/03/2026 11:08",---,1200179703828,"REEBOK FINALE",51750,"",00019732300708524452,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002334,INVE-REF-CED-INV-3-3-20260326-000002333,---,"26/03/2026 17:50",---,1200179081193,"REEBOK SMASH EDGE",---,"",C08538560419,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002333,INVE-REF-CED-INV-3-3-20260326-000002332,---,"26/03/2026 17:48",---,4066757090059,"DMX COMFORT +",---,"",C08538560420,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002333,INVE-REF-CED-INV-3-3-20260326-000002332,---,"26/03/2026 17:48",---,1200179172051,VERSE,---,"",00019732300706536655,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002333,INVE-REF-CED-INV-3-3-20260326-000002332,---,"26/03/2026 17:48",---,1200143221297,"ZIG DYNAMICA STR",---,"",C08538560421,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002332,INVE-REF-CED-INV-3-3-20260326-000002331,---,"26/03/2026 17:36",---,1200179170224,"REEBOK PRIME EVENT",119140,"",00019732300707604537,---,1,12.00,"          16.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002332,INVE-REF-CED-INV-3-3-20260326-000002331,---,"26/03/2026 17:36",---,1200179170224,"REEBOK PRIME EVENT",119140,"",00019732300707604544,---,1,4.00,"          16.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200143027110,"CLASSIC LEATHER",---,"",C08538560409,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,4065419120264,"CLASSIC LEATHER",---,"",C08538559514,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200161241802,"CLASSIC NYLON",---,"",C08538559514,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200161248009,"CLUB C GROUNDS UK",---,"",C08538559514,---,1,4.00,"           4.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200143228647,"CLUB C REVENGE",---,"",C08538560409,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200161959066,"HAMMER STREET",---,"",00019732300706052711,---,1,4.00,"           4.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200179042002,"NPC II",---,"",C08538559514,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200175094302,"NPC II",---,"",C08538560409,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200179089724,"REEBOK BB 1000",---,"",C08538560409,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200179089694,"REEBOK BB 1000",---,"",C08538559514,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200179089526,"REEBOK BB 1000",---,"",C08538560409,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200179365811,"REEBOK COURT CLEAN",---,"",00019732300707757189,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200143033197,"REEBOK COURT CLEAN",---,"",C08538560409,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200179703798,"REEBOK FINALE",---,"",00019732300708523677,---,1,6.00,"           6.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,1200161439827,"REEBOK FLEX TRAINER",---,"",00019732300704564926,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,4066748717750,"REEBOK GLIDE",---,"",C08538559514,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260326-000002331,INVE-REF-CED-INV-3-3-20260326-000002330,---,"26/03/2026 17:22",---,4059814253665,"REEBOK ROYAL BB4500 HI2",---,"",C08538559514,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
