proveedor,proyecto,factura,documento_id,referencia,pedimento,fecha,fecha_cierre,sku:right,desc,ubicacion,lote,sid,caducidad,tarimas,cantidad,cantidad_recibida,costo,importe_costo,precio,importe,calidad,contenedor,
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161678127,"CAMPIO XT",46960,"",c36338546522,---,1,4.00,"           4.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161592256,"CAMPIO XT",46960,"",c36338546521,---,1,1.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161592256,"CAMPIO XT",46960,"",c36338546522,---,1,1.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161592393,"CAMPIO XT",46960,"",c36338546522,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161592409,"CAMPIO XT",46960,"",c36338546521,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161592423,"CAMPIO XT",46960,"",c36338546521,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161247200,"CAMPIO XT",43760,"",c36338546399,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161678103,"CAMPIO XT",46960,"",c36338546521,---,1,3.00,"           4.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161678103,"CAMPIO XT",46960,"",c36338546522,---,1,1.00,"           4.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161678110,"CAMPIO XT",46960,"",c36338546521,---,1,2.00,"           3.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161341472,CITYRIDE,110350,"",C36338546375,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,1200161340796,CITYRIDE,43750,"",c36338546398,---,1,3.00,"           3.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,4066749819637,"CLASSIC LEATHER",33630,"",c36338546488,---,1,8.00,"           8.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,4066761349396,"CLASSIC LEATHER",43770,"",c36338546401,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,4066759803251,"CLASSIC LEATHER",110380,"",C36338546350,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,4066758945914,"CLASSIC LEATHER",50590,"",c36338546468,---,1,1.00,"           3.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,4066758945914,"CLASSIC LEATHER",46950,"",c36338546524,---,1,1.00,"           3.0000",0.00,0.0000,0.00,0.0000,A,""
REEBOK,---,---,ENT-3-3-20260109-000000259,"INV INICIAL 27",---,"09/01/2026 20:15",---,4066758945914,"CLASSIC LEATHER",43800,"",c36338546407,---,1,1.00,"           3.0000",0.00,0.0000,0.00,0.0000,A,""
