proveedor,proyecto,factura,documento_id,referencia,pedimento,fecha,fecha_cierre,sku:right,desc,ubicacion,lote,sid,caducidad,tarimas,cantidad,cantidad_recibida,costo,importe_costo,precio,importe,calidad,contenedor,
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023577,"CL NYLON",130390,"",C09238561024,---,1,12.00,"          48.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023577,"CL NYLON",130390,"",C09238561025,---,1,12.00,"          48.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023577,"CL NYLON",130390,"",C09238561022,---,1,12.00,"          48.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023577,"CL NYLON",130390,"",C09238561023,---,1,12.00,"          48.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023591,"CLUB C GROUNDS UK",130390,"",C09238561026,---,1,7.00,"          31.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023591,"CLUB C GROUNDS UK",130390,"",C09238561028,---,1,12.00,"          31.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023591,"CLUB C GROUNDS UK",130390,"",C09238561027,---,1,12.00,"          31.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023522,"CLUB C GROUNDS UK",130390,"",C09238561019,---,1,7.00,"          31.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023522,"CLUB C GROUNDS UK",130390,"",C09238561020,---,1,12.00,"          31.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,ENT-3-3-20260402-000000298,"para surtido",---,"02/04/2026 11:35",---,197324023522,"CLUB C GROUNDS UK",130390,"",C09238561021,---,1,12.00,"          31.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002408,INVE-REF-CED-INV-3-3-20260402-000002407,---,"02/04/2026 11:29",---,1200179041982,"NPC II",125400,"",00019732300705550300,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002408,INVE-REF-CED-INV-3-3-20260402-000002407,---,"02/04/2026 11:29",---,1200175094258,"NPC II",125400,"",00019732300705550201,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002408,INVE-REF-CED-INV-3-3-20260402-000002407,---,"02/04/2026 11:29",---,1200161264009,"REEBOK GLIDE",125400,"",00019732300704950255,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002408,INVE-REF-CED-INV-3-3-20260402-000002407,---,"02/04/2026 11:29",---,1200161263965,"REEBOK GLIDE",125400,"",00019732300705550300,---,1,3.00,"           3.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002408,INVE-REF-CED-INV-3-3-20260402-000002407,---,"02/04/2026 11:29",---,1200143258156,"REEBOK JOGGER LITE",125400,"",00019732300705550300,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,1200161340994,CITYRIDE,125450,"",00019732300704091460,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,4056561016628,"CLUB C 85",125450,"",00019732300705062674,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,4066748677191,"COURT PEAK",125450,"",00019732300704091460,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,1200161250569,"HAMMER STREET",125450,"",00019732300704091460,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,1200161451676,"NANO GYM",125450,"",00019732300704091460,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,1200175094241,"NPC II",125450,"",00019732300704091460,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,4066748764143,"REEBOK COURT ADVANCE",125450,"",00019732300705062674,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,1200143037379,"REEBOK COURT CLEAN",125450,"",00019732300704091460,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,1200143037348,"REEBOK COURT CLEAN",125450,"",00019732300704091460,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,4066748667949,"REEBOK GLIDE",125450,"",00019732300705062674,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260402-000002407,INVE-REF-CED-INV-3-3-20260402-000002406,---,"02/04/2026 11:14",---,1200143880944,"REEBOK RAMBLE",125450,"",00019732300704091460,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
