proveedor,proyecto,factura,documento_id,referencia,pedimento,fecha,fecha_cierre,sku:right,desc,ubicacion,lote,sid,caducidad,tarimas,cantidad,cantidad_recibida,costo,importe_costo,precio,importe,calidad,contenedor,
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002460,INVE-REF-CED-INV-3-3-20260407-000002459,---,"07/04/2026 10:33",---,1200175023357,"NANOFLEX TR 2",45460,"",C30838534092,---,1,10.00,"          10.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002460,INVE-REF-CED-INV-3-3-20260407-000002459,---,"07/04/2026 10:33",---,4055343426020,"NPC II SYN",45460,"",C30838533056,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002459,INVE-REF-CED-INV-3-3-20260407-000002458,---,"07/04/2026 10:13",---,4056561016574,"CLUB C 85",45380,"",00019732300700107400,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002459,INVE-REF-CED-INV-3-3-20260407-000002458,---,"07/04/2026 10:13",---,4055343430331,"NPC II SYN",45380,"",00019732300700107400,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002459,INVE-REF-CED-INV-3-3-20260407-000002458,---,"07/04/2026 10:13",---,4066748667949,"REEBOK GLIDE",45380,"",00019732300700107400,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002458,INVE-REF-CED-INV-3-3-20260407-000002457,---,"07/04/2026 09:56",---,4055343426020,"NPC II SYN",43680,"",C36338546382,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002456,INVE-REF-CED-INV-3-3-20260407-000002455,---,"07/04/2026 09:38",---,1200143544358,"ATR CHILL",45450,"",C30838532945,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002456,INVE-REF-CED-INV-3-3-20260407-000002455,---,"07/04/2026 09:38",---,4065419131949,"CLASSIC LEATHER",45450,"",C30838532944,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002456,INVE-REF-CED-INV-3-3-20260407-000002455,---,"07/04/2026 09:38",---,4065419120264,"CLASSIC LEATHER",45450,"",C30838532946,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002456,INVE-REF-CED-INV-3-3-20260407-000002455,---,"07/04/2026 09:38",---,4066756413071,"CLUB C REVENGE",45450,"",C30838532945,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002456,INVE-REF-CED-INV-3-3-20260407-000002455,---,"07/04/2026 09:38",---,4055343421858,"NPC II SYN",45450,"",C30838532945,---,1,6.00,"           6.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002456,INVE-REF-CED-INV-3-3-20260407-000002455,---,"07/04/2026 09:38",---,4066748768066,"REEBOK COURT ADVANCE",45450,"",C30838532945,---,1,2.00,"           2.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002455,INVE-REF-CED-INV-3-3-20260407-000002454,---,"07/04/2026 09:11",---,4055343426020,"NPC II SYN",45430,"",C30838533052,---,1,12.00,"          12.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002454,INVE-REF-CED-INV-3-3-20260407-000002453,---,"07/04/2026 09:08",---,4065419124118,"CLASSIC LEATHER",45420,"",C30838533000,---,1,10.00,"          10.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002454,INVE-REF-CED-INV-3-3-20260407-000002453,---,"07/04/2026 09:08",---,1200161480393,"NANO GYM",45420,"",C30838533000,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002454,INVE-REF-CED-INV-3-3-20260407-000002453,---,"07/04/2026 09:08",---,1200161268885,"REEBOK ULTRA FLASH",45420,"",C30838533020,---,1,3.00,"           3.0000",0.00,0.0000,0.00,0.0000,A,""
INVENTARIOS,---,---,INVE-CED-3-3-20260407-000002454,INVE-REF-CED-INV-3-3-20260407-000002453,---,"07/04/2026 09:08",---,1200161413735,"RUSH RUNNER 5",45420,"",C30838533000,---,1,1.00,"           1.0000",0.00,0.0000,0.00,0.0000,A,""
